id,surah,ayat,terjemah,clean_ayat,topik
[2.36],Al-Baqarah,36,Lalu keduanya digelincirkan oleh setan dari surga itu dan dikeluarkan dari keadaan semula dan Kami berfirman: Turunlah kamu! sebagian kamu menjadi musuh bagi yang lain dan bagi kamu ada tempat kediaman di bumi dan kesenangan hidup sampai waktu yang ditentukan.,gelincir setan surga keluar firman turun musuh diam bumi senang hidup tentu,alquran
[2.36],Al-Baqarah,36,Lalu keduanya digelincirkan oleh setan dari surga itu dan dikeluarkan dari keadaan semula dan Kami berfirman: Turunlah kamu! sebagian kamu menjadi musuh bagi yang lain dan bagi kamu ada tempat kediaman di bumi dan kesenangan hidup sampai waktu yang ditentukan.,gelincir setan surga keluar firman turun musuh diam bumi senang hidup tentu,bangsa bangsa terdahulu
[2.36],Al-Baqarah,36,Lalu keduanya digelincirkan oleh setan dari surga itu dan dikeluarkan dari keadaan semula dan Kami berfirman: Turunlah kamu! sebagian kamu menjadi musuh bagi yang lain dan bagi kamu ada tempat kediaman di bumi dan kesenangan hidup sampai waktu yang ditentukan.,gelincir setan surga keluar firman turun musuh diam bumi senang hidup tentu,iman
[2.37],Al-Baqarah,37,Kemudian Adam menerima beberapa kalimat dari Tuhannya maka Allah menerima tobatnya. Sesungguhnya Allah Maha Penerima tobat lagi Maha Penyayang.,adam terima kalimat tuhan allah terima tobat sungguh allah maha terima taubat maha sayang,akhlaq dan adab
[2.37],Al-Baqarah,37,Kemudian Adam menerima beberapa kalimat dari Tuhannya maka Allah menerima tobatnya. Sesungguhnya Allah Maha Penerima tobat lagi Maha Penyayang.,adam terima kalimat tuhan allah terima tobat sungguh allah maha terima taubat maha sayang,iman
[2.38],Al-Baqarah,38,Kami berfirman: Turunlah kamu semua dari surga itu! Kemudian jika datang petunjuk-Ku kepadamu maka barang siapa yang mengikuti petunjuk-Ku niscaya tidak ada kekhawatiran atas mereka dan tidak (pula) mereka bersedih hati.,firman turun surga tunjuk ku kepada barang ikut tunjuk ku niscaya khawatir sedih hati,bangsa bangsa terdahulu
[2.38],Al-Baqarah,38,Kami berfirman: Turunlah kamu semua dari surga itu! Kemudian jika datang petunjuk-Ku kepadamu maka barang siapa yang mengikuti petunjuk-Ku niscaya tidak ada kekhawatiran atas mereka dan tidak (pula) mereka bersedih hati.,firman turun surga tunjuk ku kepada barang ikut tunjuk ku niscaya khawatir sedih hati,iman
[2.39],Al-Baqarah,39,Adapun orang-orang yang kafir dan mendustakan ayat-ayat Kami mereka itu penghuni neraka mereka kekal di dalamnya.,kafir dusta ayat ayat huni neraka kekal dalam,iman
[2.40],Al-Baqarah,40,Hai Bani Israel ingatlah akan nikmat-Ku yang telah Aku anugerahkan kepadamu dan penuhilah janjimu kepada-Ku niscaya Aku penuhi janji-Ku kepadamu dan hanya kepada-Ku-lah kamu harus takut (tunduk).,bani israel ingat nikmat ku anugerah kepada penuh janji ku niscaya penuh janji ku kepada ku takut tunduk,akhlaq dan adab
[2.40],Al-Baqarah,40,Hai Bani Israel ingatlah akan nikmat-Ku yang telah Aku anugerahkan kepadamu dan penuhilah janjimu kepada-Ku niscaya Aku penuhi janji-Ku kepadamu dan hanya kepada-Ku-lah kamu harus takut (tunduk).,bani israel ingat nikmat ku anugerah kepada penuh janji ku niscaya penuh janji ku kepada ku takut tunduk,alquran
[2.40],Al-Baqarah,40,Hai Bani Israel ingatlah akan nikmat-Ku yang telah Aku anugerahkan kepadamu dan penuhilah janjimu kepada-Ku niscaya Aku penuhi janji-Ku kepadamu dan hanya kepada-Ku-lah kamu harus takut (tunduk).,bani israel ingat nikmat ku anugerah kepada penuh janji ku niscaya penuh janji ku kepada ku takut tunduk,iman
[2.41],Al-Baqarah,41,Dan berimanlah kamu kepada apa yang telah Aku turunkan (Al Qur'an) yang membenarkan apa yang ada padamu (Taurat) dan janganlah kamu menjadi orang yang pertama kafir kepadanya dan janganlah kamu menukarkan ayat-ayat-Ku dengan harga yang rendah dan hanya kepada Akulah kamu harus bertakwa,rim turun qur benar pada taurat kafir tukar ayat ayat ku harga rendah takwa,akhlaq dan adab
[2.41],Al-Baqarah,41,Dan berimanlah kamu kepada apa yang telah Aku turunkan (Al Qur'an) yang membenarkan apa yang ada padamu (Taurat) dan janganlah kamu menjadi orang yang pertama kafir kepadanya dan janganlah kamu menukarkan ayat-ayat-Ku dengan harga yang rendah dan hanya kepada Akulah kamu harus bertakwa,rim turun qur benar pada taurat kafir tukar ayat ayat ku harga rendah takwa,alquran
[2.41],Al-Baqarah,41,Dan berimanlah kamu kepada apa yang telah Aku turunkan (Al Qur'an) yang membenarkan apa yang ada padamu (Taurat) dan janganlah kamu menjadi orang yang pertama kafir kepadanya dan janganlah kamu menukarkan ayat-ayat-Ku dengan harga yang rendah dan hanya kepada Akulah kamu harus bertakwa,rim turun qur benar pada taurat kafir tukar ayat ayat ku harga rendah takwa,bangsa bangsa terdahulu
[2.41],Al-Baqarah,41,Dan berimanlah kamu kepada apa yang telah Aku turunkan (Al Qur'an) yang membenarkan apa yang ada padamu (Taurat) dan janganlah kamu menjadi orang yang pertama kafir kepadanya dan janganlah kamu menukarkan ayat-ayat-Ku dengan harga yang rendah dan hanya kepada Akulah kamu harus bertakwa,rim turun qur benar pada taurat kafir tukar ayat ayat ku harga rendah takwa,iman
[2.42],Al-Baqarah,42,Dan janganlah kamu campur adukkan yang hak dengan yang batil dan janganlah kamu sembunyikan yang hak itu sedang kamu mengetahui.,campur aduk hak batil sembunyi hak,alquran
[2.42],Al-Baqarah,42,Dan janganlah kamu campur adukkan yang hak dengan yang batil dan janganlah kamu sembunyikan yang hak itu sedang kamu mengetahui.,campur aduk hak batil sembunyi hak,bangsa bangsa terdahulu
[2.43],Al-Baqarah,43,Dan dirikanlah salat tunaikanlah zakat dan rukuklah beserta orang-orang yang rukuk.,diri salat tunai zakat rukuk serta rukuk,alquran
[2.43],Al-Baqarah,43,Dan dirikanlah salat tunaikanlah zakat dan rukuklah beserta orang-orang yang rukuk.,diri salat tunai zakat rukuk serta rukuk,ibadah
[2.44],Al-Baqarah,44,Mengapa kamu suruh orang lain (mengerjakan) kebajikan sedang kamu melupakan diri (kewajiban) mu sendiri padahal kamu membaca Al Kitab (Taurat)? Maka tidakkah kamu berpikir?,suruh kebaji lupa wajib baca kitab taurat pikir,alquran
[2.44],Al-Baqarah,44,Mengapa kamu suruh orang lain (mengerjakan) kebajikan sedang kamu melupakan diri (kewajiban) mu sendiri padahal kamu membaca Al Kitab (Taurat)? Maka tidakkah kamu berpikir?,suruh kebaji lupa wajib baca kitab taurat pikir,bangsa bangsa terdahulu
[2.44],Al-Baqarah,44,Mengapa kamu suruh orang lain (mengerjakan) kebajikan sedang kamu melupakan diri (kewajiban) mu sendiri padahal kamu membaca Al Kitab (Taurat)? Maka tidakkah kamu berpikir?,suruh kebaji lupa wajib baca kitab taurat pikir,ilmu
[2.45],Al-Baqarah,45,Dan mintalah pertolongan (kepada Allah) dengan sabar dan (mengerjakan) salat. Dan sesungguhnya yang demikian itu sungguh berat kecuali bagi orang-orang yang khusyuk,minta tolong allah sabar salat sungguh sungguh berat kecuali khusyuk,akhlaq dan adab
[2.45],Al-Baqarah,45,Dan mintalah pertolongan (kepada Allah) dengan sabar dan (mengerjakan) salat. Dan sesungguhnya yang demikian itu sungguh berat kecuali bagi orang-orang yang khusyuk,minta tolong allah sabar salat sungguh sungguh berat kecuali khusyuk,ibadah
[2.46],Al-Baqarah,46,(yaitu) orang-orang yang meyakini bahwa mereka akan menemui Tuhannya dan bahwa mereka akan kembali kepada-Nya.,temu tuhan,iman
[2.47],Al-Baqarah,47,Hai Bani Israel ingatlah akan nikmat-Ku yang telah Aku anugerahkan kepadamu dan (ingatlah pula) bahwasanya Aku telah melebihkan kamu atas segala umat,bani israel ingat nikmat ku anugerah kepada ingat lebih umat,alquran
[2.48],Al-Baqarah,48,Dan jagalah dirimu dari (`azab) hari (kiamat yang pada hari itu) seseorang tidak dapat membela orang lain walau sedikit pun dan (begitu pula) tidak diterima syafa`at dan tebusan daripadanya dan tidaklah mereka akan ditolong.,jaga diri azab kiamat bela terima syafa at tebus daripada tolong,akhlaq dan adab
[2.48],Al-Baqarah,48,Dan jagalah dirimu dari (`azab) hari (kiamat yang pada hari itu) seseorang tidak dapat membela orang lain walau sedikit pun dan (begitu pula) tidak diterima syafa`at dan tebusan daripadanya dan tidaklah mereka akan ditolong.,jaga diri azab kiamat bela terima syafa at tebus daripada tolong,iman
[2.49],Al-Baqarah,49,Dan (ingatlah) ketika Kami selamatkan kamu dari (Firaun) dan pengikut-pengikutnya mereka menimpakan kepadamu siksaan yang seberat-beratnya mereka menyembelih anak-anakmu yang laki-laki dan membiarkan hidup anak-anakmu yang perempuan. Dan pada yang demikian itu terdapat cobaan-cobaan yang besar dari Tuhanmu.,ingat selamat firaun ikut ikut timpa kepada siksa berat berat sembelih anak anak laki laki biar hidup anak anak perempuan coba coba tuhan,alquran
[2.49],Al-Baqarah,49,Dan (ingatlah) ketika Kami selamatkan kamu dari (Firaun) dan pengikut-pengikutnya mereka menimpakan kepadamu siksaan yang seberat-beratnya mereka menyembelih anak-anakmu yang laki-laki dan membiarkan hidup anak-anakmu yang perempuan. Dan pada yang demikian itu terdapat cobaan-cobaan yang besar dari Tuhanmu.,ingat selamat firaun ikut ikut timpa kepada siksa berat berat sembelih anak anak laki laki biar hidup anak anak perempuan coba coba tuhan,bangsa bangsa terdahulu
[2.49],Al-Baqarah,49,Dan (ingatlah) ketika Kami selamatkan kamu dari (Firaun) dan pengikut-pengikutnya mereka menimpakan kepadamu siksaan yang seberat-beratnya mereka menyembelih anak-anakmu yang laki-laki dan membiarkan hidup anak-anakmu yang perempuan. Dan pada yang demikian itu terdapat cobaan-cobaan yang besar dari Tuhanmu.,ingat selamat firaun ikut ikut timpa kepada siksa berat berat sembelih anak anak laki laki biar hidup anak anak perempuan coba coba tuhan,iman
[2.50],Al-Baqarah,50,Dan (ingatlah) ketika Kami belah laut untukmu lalu Kami selamatkan kamu dan Kami tenggelamkan (Firaun) dan pengikut-pengikutnya sedang kamu sendiri menyaksikan.,ingat belah laut untuk selamat tenggelam firaun ikut ikut saksi,alquran
[2.50],Al-Baqarah,50,Dan (ingatlah) ketika Kami belah laut untukmu lalu Kami selamatkan kamu dan Kami tenggelamkan (Firaun) dan pengikut-pengikutnya sedang kamu sendiri menyaksikan.,ingat belah laut untuk selamat tenggelam firaun ikut ikut saksi,bangsa bangsa terdahulu
[2.51],Al-Baqarah,51,Dan (ingatlah) ketika Kami berjanji kepada Musa (memberikan Taurat sesudah) empat puluh malam lalu kamu menjadikan anak lembu (sembahanmu) sepeninggalnya dan kamu adalah orang-orang yang zalim.,ingat janji musa taurat puluh malam jadi anak lembu sembah tinggal zalim,alquran
[2.51],Al-Baqarah,51,Dan (ingatlah) ketika Kami berjanji kepada Musa (memberikan Taurat sesudah) empat puluh malam lalu kamu menjadikan anak lembu (sembahanmu) sepeninggalnya dan kamu adalah orang-orang yang zalim.,ingat janji musa taurat puluh malam jadi anak lembu sembah tinggal zalim,bangsa bangsa terdahulu
[2.51],Al-Baqarah,51,Dan (ingatlah) ketika Kami berjanji kepada Musa (memberikan Taurat sesudah) empat puluh malam lalu kamu menjadikan anak lembu (sembahanmu) sepeninggalnya dan kamu adalah orang-orang yang zalim.,ingat janji musa taurat puluh malam jadi anak lembu sembah tinggal zalim,iman
[2.52],Al-Baqarah,52,Kemudian sesudah itu Kami maafkan kesalahanmu agar kamu bersyukur.,maaf salah syukur,alquran
[2.52],Al-Baqarah,52,Kemudian sesudah itu Kami maafkan kesalahanmu agar kamu bersyukur.,maaf salah syukur,iman
[2.53],Al-Baqarah,53,Dan (ingatlah) ketika Kami berikan kepada Musa Al Kitab (Taurat) dan keterangan yang membedakan antara yang benar dan yang salah agar kamu mendapat petunjuk.,ingat musa kitab taurat terang beda salah tunjuk,alquran
[2.53],Al-Baqarah,53,Dan (ingatlah) ketika Kami berikan kepada Musa Al Kitab (Taurat) dan keterangan yang membedakan antara yang benar dan yang salah agar kamu mendapat petunjuk.,ingat musa kitab taurat terang beda salah tunjuk,bangsa bangsa terdahulu
[2.54],Al-Baqarah,54,Dan (ingatlah) ketika Musa berkata kepada kaumnya: Hai kaumku sesungguhnya kamu telah menganiaya dirimu sendiri karena kamu telah menjadikan anak lembu (sembahanmu) maka bertobatlah kepada Tuhan yang menjadikan kamu dan bunuhlah dirimu. Hal itu adalah lebih baik bagimu pada sisi Tuhan yang menjadikan kamu maka Allah akan menerima tobatmu. Sesungguhnya Dialah Yang Maha Penerima tobat lagi Maha Penyayang.,ingat musa kaum kaum sungguh aniaya diri jadi anak lembu sembah tobat tuhan jadi bunuh diri bagi sisi tuhan jadi allah terima tobat sungguh maha terima taubat maha sayang,akhlaq dan adab
[2.54],Al-Baqarah,54,Dan (ingatlah) ketika Musa berkata kepada kaumnya: Hai kaumku sesungguhnya kamu telah menganiaya dirimu sendiri karena kamu telah menjadikan anak lembu (sembahanmu) maka bertobatlah kepada Tuhan yang menjadikan kamu dan bunuhlah dirimu. Hal itu adalah lebih baik bagimu pada sisi Tuhan yang menjadikan kamu maka Allah akan menerima tobatmu. Sesungguhnya Dialah Yang Maha Penerima tobat lagi Maha Penyayang.,ingat musa kaum kaum sungguh aniaya diri jadi anak lembu sembah tobat tuhan jadi bunuh diri bagi sisi tuhan jadi allah terima tobat sungguh maha terima taubat maha sayang,alquran
[2.54],Al-Baqarah,54,Dan (ingatlah) ketika Musa berkata kepada kaumnya: Hai kaumku sesungguhnya kamu telah menganiaya dirimu sendiri karena kamu telah menjadikan anak lembu (sembahanmu) maka bertobatlah kepada Tuhan yang menjadikan kamu dan bunuhlah dirimu. Hal itu adalah lebih baik bagimu pada sisi Tuhan yang menjadikan kamu maka Allah akan menerima tobatmu. Sesungguhnya Dialah Yang Maha Penerima tobat lagi Maha Penyayang.,ingat musa kaum kaum sungguh aniaya diri jadi anak lembu sembah tobat tuhan jadi bunuh diri bagi sisi tuhan jadi allah terima tobat sungguh maha terima taubat maha sayang,bangsa bangsa terdahulu
[2.54],Al-Baqarah,54,Dan (ingatlah) ketika Musa berkata kepada kaumnya: Hai kaumku sesungguhnya kamu telah menganiaya dirimu sendiri karena kamu telah menjadikan anak lembu (sembahanmu) maka bertobatlah kepada Tuhan yang menjadikan kamu dan bunuhlah dirimu. Hal itu adalah lebih baik bagimu pada sisi Tuhan yang menjadikan kamu maka Allah akan menerima tobatmu. Sesungguhnya Dialah Yang Maha Penerima tobat lagi Maha Penyayang.,ingat musa kaum kaum sungguh aniaya diri jadi anak lembu sembah tobat tuhan jadi bunuh diri bagi sisi tuhan jadi allah terima tobat sungguh maha terima taubat maha sayang,iman
[2.55],Al-Baqarah,55,Dan (ingatlah) ketika kamu berkata: Hai Musa kami tidak akan beriman kepadamu sebelum kami melihat Allah dengan terang karena itu kamu disambar halilintar sedang kamu menyaksikannya.,ingat musa iman kepada allah terang sambar halilintar saksi,akhlaq dan adab
[2.55],Al-Baqarah,55,Dan (ingatlah) ketika kamu berkata: Hai Musa kami tidak akan beriman kepadamu sebelum kami melihat Allah dengan terang karena itu kamu disambar halilintar sedang kamu menyaksikannya.,ingat musa iman kepada allah terang sambar halilintar saksi,alquran
[2.55],Al-Baqarah,55,Dan (ingatlah) ketika kamu berkata: Hai Musa kami tidak akan beriman kepadamu sebelum kami melihat Allah dengan terang karena itu kamu disambar halilintar sedang kamu menyaksikannya.,ingat musa iman kepada allah terang sambar halilintar saksi,bangsa bangsa terdahulu
[2.56],Al-Baqarah,56,Setelah itu Kami bangkitkan kamu sesudah kamu mati supaya kamu bersyukur.,bangkit mati syukur,alquran
[2.56],Al-Baqarah,56,Setelah itu Kami bangkitkan kamu sesudah kamu mati supaya kamu bersyukur.,bangkit mati syukur,bangsa bangsa terdahulu
[2.56],Al-Baqarah,56,Setelah itu Kami bangkitkan kamu sesudah kamu mati supaya kamu bersyukur.,bangkit mati syukur,iman
[2.57],Al-Baqarah,57,Dan Kami naungi kamu dengan awan dan Kami turunkan kepadamu manna dan salwa. Makanlah dari makanan yang baik-baik yang telah Kami berikan kepadamu. Dan tidaklah mereka menganiaya Kami akan tetapi merekalah yang menganiaya diri mereka sendiri.,naung awan turun kepada manna salwa makan makan kepada aniaya aniaya,alquran
[2.57],Al-Baqarah,57,Dan Kami naungi kamu dengan awan dan Kami turunkan kepadamu manna dan salwa. Makanlah dari makanan yang baik-baik yang telah Kami berikan kepadamu. Dan tidaklah mereka menganiaya Kami akan tetapi merekalah yang menganiaya diri mereka sendiri.,naung awan turun kepada manna salwa makan makan kepada aniaya aniaya,iman
[2.57],Al-Baqarah,57,Dan Kami naungi kamu dengan awan dan Kami turunkan kepadamu manna dan salwa. Makanlah dari makanan yang baik-baik yang telah Kami berikan kepadamu. Dan tidaklah mereka menganiaya Kami akan tetapi merekalah yang menganiaya diri mereka sendiri.,naung awan turun kepada manna salwa makan makan kepada aniaya aniaya,makanan dan minuman
[2.58],Al-Baqarah,58,Dan (ingatlah) ketika Kami berfirman: Masuklah kamu ke negeri ini (Baitulmakdis) dan makanlah dari hasil buminya yang banyak lagi enak di mana yang kamu sukai dan masukilah pintu gerbangnya sambil bersujud dan katakanlah: Bebaskanlah kami dari dosa niscaya Kami ampuni kesalahan-kesalahanmu. Dan kelak Kami akan menambah (pemberian Kami) kepada orang-orang yang berbuat baik.,ingat firman masuk negeri baitulmakdis makan hasil bumi enak suka masuk pintu gerbang sujud bebas dosa niscaya ampun salah salah kelak tambah beri buat,alquran
[2.58],Al-Baqarah,58,Dan (ingatlah) ketika Kami berfirman: Masuklah kamu ke negeri ini (Baitulmakdis) dan makanlah dari hasil buminya yang banyak lagi enak di mana yang kamu sukai dan masukilah pintu gerbangnya sambil bersujud dan katakanlah: Bebaskanlah kami dari dosa niscaya Kami ampuni kesalahan-kesalahanmu. Dan kelak Kami akan menambah (pemberian Kami) kepada orang-orang yang berbuat baik.,ingat firman masuk negeri baitulmakdis makan hasil bumi enak suka masuk pintu gerbang sujud bebas dosa niscaya ampun salah salah kelak tambah beri buat,bangsa bangsa terdahulu
[2.58],Al-Baqarah,58,Dan (ingatlah) ketika Kami berfirman: Masuklah kamu ke negeri ini (Baitulmakdis) dan makanlah dari hasil buminya yang banyak lagi enak di mana yang kamu sukai dan masukilah pintu gerbangnya sambil bersujud dan katakanlah: Bebaskanlah kami dari dosa niscaya Kami ampuni kesalahan-kesalahanmu. Dan kelak Kami akan menambah (pemberian Kami) kepada orang-orang yang berbuat baik.,ingat firman masuk negeri baitulmakdis makan hasil bumi enak suka masuk pintu gerbang sujud bebas dosa niscaya ampun salah salah kelak tambah beri buat,ibadah
